 ,Area,Mean,Min,Max
1356,1,255,255,255
1357,11,255,255,255
1358,15,255,255,255
1359,3,255,255,255
1360,1,255,255,255
1361,31,255,255,255
1362,1,255,255,255
1363,2,255,255,255
1364,2,255,255,255
1365,1,255,255,255
1366,2,255,255,255
1367,14,255,255,255
1368,1,255,255,255
1369,3,255,255,255
1370,3,255,255,255
1371,1,255,255,255
1372,1,255,255,255
1373,1,255,255,255
1374,2,255,255,255
1375,1,255,255,255
1376,2,255,255,255
1377,2,255,255,255
1378,1,255,255,255
1379,1,255,255,255
1380,1,255,255,255
1381,2,255,255,255
1382,1,255,255,255
1383,2,255,255,255
1384,7,255,255,255
1385,8,255,255,255
1386,1,255,255,255
1387,3,255,255,255
1388,4,255,255,255
1389,1,255,255,255
1390,1,255,255,255
1391,1,255,255,255
1392,6,255,255,255
1393,3,255,255,255
1394,1,255,255,255
1395,1,255,255,255
1396,6,255,255,255
1397,1,255,255,255
1398,14,255,255,255
1399,1,255,255,255
1400,5,255,255,255
1401,31,255,255,255
1402,4,255,255,255
1403,4,255,255,255
1404,1,255,255,255
1405,6,255,255,255
1406,2,255,255,255
1407,2,255,255,255
1408,1,255,255,255
1409,1,255,255,255
1410,4,255,255,255
1411,3,255,255,255
1412,2,255,255,255
1413,15,255,255,255
1414,4,255,255,255
1415,2,255,255,255
1416,5,255,255,255
1417,1,255,255,255
1418,4,255,255,255
1419,1,255,255,255
1420,1,255,255,255
1421,9,255,255,255
1422,8,255,255,255
1423,3,255,255,255
1424,2,255,255,255
1425,2,255,255,255
1426,2,255,255,255
1427,2,255,255,255
1428,17,255,255,255
1429,1,255,255,255
1430,1,255,255,255
1431,5,255,255,255
1432,3,255,255,255
1433,1,255,255,255
1434,24,255,255,255
1435,1,255,255,255
1436,8,255,255,255
1437,7,255,255,255
1438,6,255,255,255
1439,1,255,255,255
1440,5,255,255,255
1441,3,255,255,255
1442,3,255,255,255
1443,3,255,255,255
1444,2,255,255,255
1445,1,255,255,255
1446,3,255,255,255
1447,2,255,255,255
1448,36,255,255,255
1449,4,255,255,255
1450,7,255,255,255
1451,2,255,255,255
1452,1,255,255,255
1453,1,255,255,255
1454,1,255,255,255
1455,8,255,255,255
1456,7,255,255,255
1457,1,255,255,255
1458,2,255,255,255
1459,4,255,255,255
1460,2,255,255,255
1461,10,255,255,255
1462,1,255,255,255
1463,6,255,255,255
1464,15,255,255,255
1465,5,255,255,255
1466,12,255,255,255
1467,1,255,255,255
1468,4,255,255,255
1469,4,255,255,255
1470,27,255,255,255
1471,2,255,255,255
1472,1,255,255,255
1473,1,255,255,255
1474,1,255,255,255
1475,6,255,255,255
1476,9,255,255,255
1477,28,255,255,255
1478,1,255,255,255
1479,2,255,255,255
1480,5,255,255,255
1481,2,255,255,255
1482,1,255,255,255
1483,1,255,255,255
1484,8,255,255,255
1485,1,255,255,255
1486,5,255,255,255
1487,2,255,255,255
1488,2,255,255,255
1489,10,255,255,255
1490,2,255,255,255
1491,70,255,255,255
1492,4,255,255,255
1493,41,255,255,255
1494,8,255,255,255
1495,1,255,255,255
1496,2,255,255,255
1497,1,255,255,255
1498,1,255,255,255
1499,11,255,255,255
1500,5,255,255,255
1501,8,255,255,255
1502,3,255,255,255
1503,5,255,255,255
1504,1,255,255,255
1505,1,255,255,255
1506,1,255,255,255
1507,5,255,255,255
1508,3,255,255,255
1509,2,255,255,255
1510,2,255,255,255
1511,1,255,255,255
1512,2,255,255,255
1513,1,255,255,255
1514,13,255,255,255
1515,1,255,255,255
1516,3,255,255,255
1517,7,255,255,255
1518,6,255,255,255
1519,1,255,255,255
1520,1,255,255,255
1521,1,255,255,255
1522,1,255,255,255
1523,1,255,255,255
1524,4,255,255,255
1525,9,255,255,255
1526,1,255,255,255
1527,9,255,255,255
1528,13,255,255,255
1529,3,255,255,255
1530,11,255,255,255
1531,2,255,255,255
1532,13,255,255,255
1533,1,255,255,255
1534,2,255,255,255
1535,1,255,255,255
1536,32,255,255,255
1537,5,255,255,255
1538,8,255,255,255
1539,3,255,255,255
1540,1,255,255,255
1541,8,255,255,255
1542,10,255,255,255
1543,15,255,255,255
1544,1,255,255,255
1545,4,255,255,255
1546,1,255,255,255
1547,3,255,255,255
1548,14,255,255,255
1549,1,255,255,255
1550,1,255,255,255
1551,1,255,255,255
1552,1,255,255,255
1553,6,255,255,255
1554,22,255,255,255
1555,1,255,255,255
1556,5,255,255,255
1557,37,255,255,255
1558,2,255,255,255
1559,4,255,255,255
1560,18,255,255,255
1561,12,255,255,255
1562,1,255,255,255
1563,1,255,255,255
1564,1,255,255,255
1565,3,255,255,255
1566,1,255,255,255
1567,1,255,255,255
1568,1,255,255,255
1569,13,255,255,255
1570,6,255,255,255
1571,5,255,255,255
1572,12,255,255,255
1573,2,255,255,255
1574,11,255,255,255
1575,1,255,255,255
1576,1,255,255,255
1577,1,255,255,255
1578,2,255,255,255
1579,1,255,255,255
1580,11,255,255,255
1581,78,255,255,255
1582,1,255,255,255
1583,14,255,255,255
1584,4,255,255,255
1585,1,255,255,255
1586,2,255,255,255
1587,1,255,255,255
1588,2,255,255,255
1589,4,255,255,255
1590,1,255,255,255
1591,3,255,255,255
1592,25,255,255,255
1593,6,255,255,255
1594,7,255,255,255
1595,10,255,255,255
1596,1,255,255,255
1597,4,255,255,255
1598,4,255,255,255
1599,1,255,255,255
1600,2,255,255,255
1601,1,255,255,255
1602,1,255,255,255
1603,1,255,255,255
1604,6,255,255,255
1605,4,255,255,255
1606,4,255,255,255
1607,1,255,255,255
1608,5,255,255,255
1609,1,255,255,255
1610,2,255,255,255
1611,1,255,255,255
1612,1,255,255,255
1613,1,255,255,255
1614,1,255,255,255
1615,5,255,255,255
1616,7,255,255,255
1617,2,255,255,255
1618,1,255,255,255
1619,13,255,255,255
1620,3,255,255,255
1621,1,255,255,255
1622,1,255,255,255
1623,1,255,255,255
1624,1,255,255,255
1625,2,255,255,255
1626,3,255,255,255
1627,10,255,255,255
1628,2,255,255,255
1629,1,255,255,255
1630,18,255,255,255
1631,11,255,255,255
1632,2,255,255,255
1633,2,255,255,255
1634,1,255,255,255
1635,43,255,255,255
1636,10,255,255,255
1637,36,255,255,255
1638,1,255,255,255
1639,4,255,255,255
1640,1,255,255,255
1641,4,255,255,255
1642,3,255,255,255
1643,1,255,255,255
1644,3,255,255,255
1645,780,255,255,255
1646,15,255,255,255
1647,8,255,255,255
1648,4,255,255,255
1649,6,255,255,255
1650,2,255,255,255
1651,19,255,255,255
1652,1,255,255,255
1653,1,255,255,255
1654,3,255,255,255
1655,1,255,255,255
1656,1,255,255,255
1657,1,255,255,255
1658,8,255,255,255
1659,1,255,255,255
1660,16,255,255,255
1661,12,255,255,255
1662,19,255,255,255
1663,10,255,255,255
1664,1,255,255,255
1665,2,255,255,255
1666,1,255,255,255
1667,2,255,255,255
1668,4,255,255,255
1669,18,255,255,255
1670,4,255,255,255
1671,1,255,255,255
1672,1,255,255,255
1673,5,255,255,255
1674,7,255,255,255
1675,1,255,255,255
1676,2,255,255,255
1677,1,255,255,255
1678,1,255,255,255
1679,4,255,255,255
1680,12,255,255,255
1681,1,255,255,255
1682,16,255,255,255
1683,1,255,255,255
1684,1,255,255,255
1685,1,255,255,255
1686,2,255,255,255
1687,1,255,255,255
1688,9,255,255,255
1689,1,255,255,255
1690,1,255,255,255
1691,1,255,255,255
1692,1,255,255,255
1693,1,255,255,255
1694,1,255,255,255
1695,2,255,255,255
1696,68,255,255,255
1697,1,255,255,255
1698,1,255,255,255
1699,1,255,255,255
1700,1,255,255,255
1701,1,255,255,255
1702,28,255,255,255
1703,2,255,255,255
1704,5,255,255,255
1705,2,255,255,255
1706,3,255,255,255
1707,7,255,255,255
1708,1,255,255,255
1709,13,255,255,255
1710,10,255,255,255
1711,2,255,255,255
1712,8,255,255,255
1713,11,255,255,255
1714,5,255,255,255
1715,28,255,255,255
1716,1,255,255,255
1717,2,255,255,255
1718,28,255,255,255
1719,1,255,255,255
1720,7,255,255,255
1721,7,255,255,255
1722,1,255,255,255
1723,1,255,255,255
1724,14,255,255,255
1725,6,255,255,255
1726,1,255,255,255
1727,1,255,255,255
1728,1,255,255,255
1729,1,255,255,255
1730,3,255,255,255
1731,8,255,255,255
1732,1,255,255,255
1733,4,255,255,255
1734,9,255,255,255
1735,4,255,255,255
1736,18,255,255,255
1737,1,255,255,255
1738,2,255,255,255
1739,1,255,255,255
1740,2,255,255,255
1741,1,255,255,255
1742,4,255,255,255
1743,1,255,255,255
1744,1,255,255,255
1745,1,255,255,255
1746,1,255,255,255
1747,1,255,255,255
1748,6,255,255,255
1749,17,255,255,255
1750,2,255,255,255
1751,1,255,255,255
1752,16,255,255,255
1753,3,255,255,255
1754,1,255,255,255
1755,6,255,255,255
1756,1,255,255,255
1757,2,255,255,255
1758,2,255,255,255
1759,3,255,255,255
1760,2,255,255,255
1761,2,255,255,255
1762,1,255,255,255
1763,8,255,255,255
1764,1,255,255,255
1765,1,255,255,255
1766,2,255,255,255
1767,12,255,255,255
1768,3,255,255,255
1769,1,255,255,255
1770,1,255,255,255
1771,9,255,255,255
1772,1,255,255,255
1773,5,255,255,255
1774,7,255,255,255
1775,2,255,255,255
1776,2,255,255,255
1777,8,255,255,255
1778,2,255,255,255
1779,2,255,255,255
1780,2,255,255,255
1781,2,255,255,255
1782,1,255,255,255
1783,1,255,255,255
1784,1,255,255,255
1785,9,255,255,255
1786,3,255,255,255
1787,8,255,255,255
1788,20,255,255,255
1789,2,255,255,255
1790,1,255,255,255
1791,3,255,255,255
1792,9,255,255,255
1793,1,255,255,255
1794,12,255,255,255
1795,1,255,255,255
1796,1,255,255,255
1797,13,255,255,255
1798,1,255,255,255
1799,4,255,255,255
1800,4,255,255,255
1801,5,255,255,255
1802,5,255,255,255
1803,2,255,255,255
1804,1,255,255,255
1805,1,255,255,255
1806,1,255,255,255
1807,17,255,255,255
1808,2,255,255,255
1809,2,255,255,255
1810,12,255,255,255
1811,1,255,255,255
1812,1,255,255,255
1813,1,255,255,255
1814,1,255,255,255
1815,1,255,255,255
1816,1,255,255,255
1817,1,255,255,255
1818,4,255,255,255
1819,1,255,255,255
1820,1,255,255,255
1821,2,255,255,255
1822,1,255,255,255
1823,1,255,255,255
1824,3,255,255,255
1825,1,255,255,255
1826,2,255,255,255
1827,27,255,255,255
1828,1,255,255,255
1829,3,255,255,255
1830,1,255,255,255
1831,2,255,255,255
1832,11,255,255,255
1833,2,255,255,255
1834,1,255,255,255
1835,1,255,255,255
1836,1,255,255,255
1837,1,255,255,255
1838,2,255,255,255
1839,21,255,255,255
1840,13,255,255,255
1841,1,255,255,255
1842,1,255,255,255
1843,19,255,255,255
1844,2,255,255,255
1845,10,255,255,255
1846,1,255,255,255
1847,2,255,255,255
1848,1,255,255,255
1849,4,255,255,255
1850,1,255,255,255
1851,2,255,255,255
1852,4,255,255,255
1853,1,255,255,255
1854,5,255,255,255
1855,2,255,255,255
1856,4,255,255,255
1857,3,255,255,255
1858,3,255,255,255
1859,1,255,255,255
1860,3,255,255,255
1861,1,255,255,255
1862,3,255,255,255
1863,3,255,255,255
1864,17,255,255,255
1865,3,255,255,255
1866,2,255,255,255
1867,3,255,255,255
1868,2,255,255,255
1869,14,255,255,255
1870,1,255,255,255
1871,2,255,255,255
1872,4,255,255,255
1873,3,255,255,255
1874,7,255,255,255
1875,15,255,255,255
1876,2,255,255,255
1877,1,255,255,255
1878,75,255,255,255
1879,13,255,255,255
1880,1,255,255,255
1881,2,255,255,255
1882,13,255,255,255
1883,14,255,255,255
1884,20,255,255,255
1885,12,255,255,255
1886,1,255,255,255
1887,2,255,255,255
1888,11,255,255,255
1889,1,255,255,255
1890,2,255,255,255
1891,1,255,255,255
1892,1,255,255,255
1893,10,255,255,255
1894,2,255,255,255
1895,2,255,255,255
1896,2,255,255,255
1897,1,255,255,255
1898,4,255,255,255
1899,2,255,255,255
1900,1,255,255,255
1901,1,255,255,255
1902,1,255,255,255
1903,4,255,255,255
1904,10,255,255,255
1905,4,255,255,255
1906,3,255,255,255
1907,4,255,255,255
1908,3,255,255,255
1909,1,255,255,255
1910,2,255,255,255
1911,2,255,255,255
1912,2,255,255,255
1913,1,255,255,255
1914,54,255,255,255
1915,2,255,255,255
1916,1,255,255,255
1917,1,255,255,255
1918,5,255,255,255
1919,3,255,255,255
1920,1,255,255,255
1921,15,255,255,255
1922,4,255,255,255
1923,1,255,255,255
1924,1,255,255,255
1925,2,255,255,255
1926,1,255,255,255
1927,13,255,255,255
1928,6,255,255,255
1929,2,255,255,255
1930,1,255,255,255
1931,1,255,255,255
1932,1,255,255,255
1933,1,255,255,255
1934,4,255,255,255
1935,2,255,255,255
1936,2,255,255,255
1937,12,255,255,255
1938,2,255,255,255
1939,1,255,255,255
1940,3,255,255,255
1941,20,255,255,255
1942,3741,255,255,255
1943,1,255,255,255
1944,2,255,255,255
1945,1,255,255,255
1946,2,255,255,255
1947,1,255,255,255
1948,2,255,255,255
1949,1,255,255,255
1950,1,255,255,255
1951,2,255,255,255
1952,4,255,255,255
1953,5,255,255,255
1954,18,255,255,255
1955,1,255,255,255
1956,1,255,255,255
1957,2,255,255,255
1958,2,255,255,255
1959,8,255,255,255
1960,5,255,255,255
1961,4,255,255,255
1962,1,255,255,255
1963,1,255,255,255
1964,4,255,255,255
1965,36,255,255,255
1966,1,255,255,255
1967,1,255,255,255
1968,1,255,255,255
1969,4,255,255,255
1970,7,255,255,255
1971,1,255,255,255
1972,1,255,255,255
1973,3,255,255,255
1974,1,255,255,255
1975,4,255,255,255
1976,2,255,255,255
1977,1,255,255,255
1978,2,255,255,255
1979,1,255,255,255
1980,1,255,255,255
1981,2,255,255,255
1982,1,255,255,255
1983,2,255,255,255
1984,1,255,255,255
1985,7,255,255,255
1986,1,255,255,255
1987,1,255,255,255
1988,1,255,255,255
1989,1,255,255,255
1990,2,255,255,255
1991,1,255,255,255
1992,10,255,255,255
1993,2,255,255,255
1994,1,255,255,255
1995,3,255,255,255
1996,6,255,255,255
1997,9,255,255,255
1998,1,255,255,255
1999,6,255,255,255
2000,3,255,255,255
2001,3,255,255,255
2002,3,255,255,255
2003,1,255,255,255
2004,3,255,255,255
2005,3,255,255,255
2006,28,255,255,255
2007,2,255,255,255
2008,1,255,255,255
2009,4,255,255,255
2010,3,255,255,255
2011,1,255,255,255
2012,1,255,255,255
2013,5,255,255,255
2014,4,255,255,255
2015,2,255,255,255
2016,10,255,255,255
2017,53,255,255,255
2018,1,255,255,255
2019,2,255,255,255
2020,2,255,255,255
2021,4,255,255,255
2022,1,255,255,255
2023,1,255,255,255
2024,9,255,255,255
2025,1,255,255,255
2026,1,255,255,255
2027,2,255,255,255
2028,29,255,255,255
2029,1,255,255,255
2030,4,255,255,255
2031,19,255,255,255
2032,1,255,255,255
2033,1,255,255,255
2034,8,255,255,255
2035,6,255,255,255
2036,2,255,255,255
2037,1,255,255,255
2038,1,255,255,255
2039,2,255,255,255
2040,2,255,255,255
2041,4,255,255,255
2042,19,255,255,255
2043,5,255,255,255
2044,1,255,255,255
2045,1,255,255,255
2046,1,255,255,255
2047,13,255,255,255
2048,76,255,255,255
2049,16,255,255,255
2050,3,255,255,255
2051,3,255,255,255
2052,1,255,255,255
2053,1,255,255,255
2054,5,255,255,255
2055,1,255,255,255
2056,1,255,255,255
2057,1,255,255,255
2058,1,255,255,255
2059,2,255,255,255
2060,1,255,255,255
2061,1,255,255,255
2062,1,255,255,255
2063,1,255,255,255
2064,4,255,255,255
2065,1,255,255,255
2066,15,255,255,255
2067,2,255,255,255
2068,3,255,255,255
2069,15,255,255,255
2070,1,255,255,255
2071,6,255,255,255
2072,10,255,255,255
2073,17,255,255,255
2074,1,255,255,255
2075,10,255,255,255
2076,1,255,255,255
2077,2,255,255,255
2078,1,255,255,255
2079,4,255,255,255
2080,7,255,255,255
2081,4,255,255,255
2082,1,255,255,255
2083,2,255,255,255
2084,20,255,255,255
2085,1,255,255,255
2086,1,255,255,255
2087,1,255,255,255
2088,4,255,255,255
2089,2,255,255,255
2090,4,255,255,255
2091,2,255,255,255
2092,1,255,255,255
2093,2,255,255,255
2094,1,255,255,255
2095,3,255,255,255
2096,3,255,255,255
2097,7,255,255,255
2098,5,255,255,255
2099,2,255,255,255
2100,1,255,255,255
2101,1,255,255,255
2102,10,255,255,255
2103,12,255,255,255
2104,11,255,255,255
2105,1,255,255,255
2106,3,255,255,255
2107,114,255,255,255
2108,2,255,255,255
2109,17,255,255,255
2110,1,255,255,255
2111,2,255,255,255
2112,1,255,255,255
2113,1,255,255,255
2114,2,255,255,255
2115,4,255,255,255
2116,3,255,255,255
2117,9,255,255,255
2118,4,255,255,255
2119,1,255,255,255
2120,4,255,255,255
2121,1,255,255,255
2122,173,255,255,255
2123,1,255,255,255
2124,1,255,255,255
2125,5,255,255,255
2126,20,255,255,255
2127,23,255,255,255
2128,8,255,255,255
2129,1,255,255,255
2130,1,255,255,255
2131,2,255,255,255
2132,5,255,255,255
2133,10,255,255,255
2134,3,255,255,255
2135,1,255,255,255
2136,1,255,255,255
2137,2,255,255,255
2138,2,255,255,255
2139,1,255,255,255
2140,1,255,255,255
2141,1,255,255,255
2142,4,255,255,255
2143,1,255,255,255
2144,15,255,255,255
2145,1,255,255,255
2146,16,255,255,255
2147,50,255,255,255
2148,1,255,255,255
2149,3,255,255,255
2150,2,255,255,255
2151,3,255,255,255
2152,1,255,255,255
2153,1,255,255,255
2154,1,255,255,255
2155,4,255,255,255
2156,1,255,255,255
2157,6,255,255,255
2158,130,255,255,255
2159,4,255,255,255
2160,12,255,255,255
2161,1,255,255,255
2162,1,255,255,255
2163,1,255,255,255
2164,1,255,255,255
2165,2,255,255,255
2166,2,255,255,255
2167,1,255,255,255
2168,5,255,255,255
2169,1,255,255,255
2170,1,255,255,255
2171,6,255,255,255
2172,2,255,255,255
2173,3,255,255,255
2174,2,255,255,255
2175,2,255,255,255
2176,4,255,255,255
2177,1,255,255,255
2178,1,255,255,255
2179,1,255,255,255
2180,2,255,255,255
2181,1,255,255,255
2182,1,255,255,255
2183,1,255,255,255
2184,1,255,255,255
2185,87,255,255,255
2186,1,255,255,255
2187,1,255,255,255
2188,2,255,255,255
2189,1,255,255,255
2190,1,255,255,255
2191,2,255,255,255
2192,1,255,255,255
2193,1,255,255,255
2194,3,255,255,255
2195,2,255,255,255
2196,15,255,255,255
2197,1,255,255,255
2198,2,255,255,255
2199,1,255,255,255
2200,1,255,255,255
2201,55,255,255,255
2202,1,255,255,255
2203,2,255,255,255
2204,2,255,255,255
2205,7,255,255,255
2206,1,255,255,255
2207,1,255,255,255
2208,1,255,255,255
2209,3,255,255,255
2210,5,255,255,255
2211,5,255,255,255
2212,1,255,255,255
2213,1,255,255,255
2214,1,255,255,255
2215,1,255,255,255
2216,1,255,255,255
2217,3,255,255,255
2218,726,255,255,255
2219,8,255,255,255
2220,3,255,255,255
2221,13,255,255,255
2222,2,255,255,255
2223,1,255,255,255
2224,1,255,255,255
2225,17,255,255,255
2226,34,255,255,255
2227,5,255,255,255
2228,2,255,255,255
2229,1,255,255,255
2230,2,255,255,255
2231,1,255,255,255
2232,1,255,255,255
2233,21,255,255,255
2234,1,255,255,255
2235,2,255,255,255
2236,1,255,255,255
2237,25,255,255,255
2238,6,255,255,255
2239,1,255,255,255
2240,4,255,255,255
2241,3,255,255,255
2242,8,255,255,255
2243,2,255,255,255
2244,1,255,255,255
2245,8,255,255,255
2246,3,255,255,255
2247,16,255,255,255
2248,4,255,255,255
2249,1,255,255,255
2250,1,255,255,255
2251,2,255,255,255
2252,10,255,255,255
2253,11,255,255,255
2254,1,255,255,255
2255,1,255,255,255
2256,40,255,255,255
2257,5,255,255,255
2258,1,255,255,255
2259,1,255,255,255
2260,2,255,255,255
2261,6,255,255,255
2262,1,255,255,255
2263,1,255,255,255
2264,8,255,255,255
2265,3,255,255,255
2266,4,255,255,255
2267,1,255,255,255
2268,1,255,255,255
2269,10,255,255,255
2270,3,255,255,255
2271,13,255,255,255
2272,50,255,255,255
2273,23,255,255,255
2274,4,255,255,255
2275,3,255,255,255
2276,1,255,255,255
2277,25,255,255,255
2278,2,255,255,255
2279,8,255,255,255
2280,13,255,255,255
2281,1,255,255,255
2282,4,255,255,255
2283,7,255,255,255
2284,5,255,255,255
2285,21,255,255,255
2286,1,255,255,255
2287,13,255,255,255
2288,1,255,255,255
2289,1,255,255,255
2290,64,255,255,255
2291,10,255,255,255
2292,1,255,255,255
2293,2,255,255,255
2294,5,255,255,255
2295,1,255,255,255
2296,29,255,255,255
2297,12,255,255,255
2298,1,255,255,255
2299,1,255,255,255
2300,33,255,255,255
2301,1,255,255,255
2302,7,255,255,255
2303,2,255,255,255
2304,14,255,255,255
2305,8,255,255,255
2306,1,255,255,255
2307,2,255,255,255
2308,9,255,255,255
2309,1,255,255,255
2310,11,255,255,255
2311,1,255,255,255
2312,2,255,255,255
2313,1,255,255,255
2314,4,255,255,255
2315,1,255,255,255
2316,1,255,255,255
2317,1,255,255,255
2318,1,255,255,255
2319,80,255,255,255
2320,19,255,255,255
2321,1,255,255,255
2322,18,255,255,255
2323,3,255,255,255
2324,2,255,255,255
2325,1,255,255,255
2326,1,255,255,255
2327,10,255,255,255
2328,33,255,255,255
2329,3,255,255,255
2330,238,255,255,255
2331,1,255,255,255
2332,1,255,255,255
2333,1,255,255,255
2334,4,255,255,255
2335,1,255,255,255
2336,5,255,255,255
2337,10,255,255,255
2338,1,255,255,255
2339,1,255,255,255
2340,2,255,255,255
2341,3,255,255,255
2342,2,255,255,255
2343,19,255,255,255
2344,2,255,255,255
2345,2,255,255,255
2346,6,255,255,255
2347,2,255,255,255
2348,27,255,255,255
2349,7,255,255,255
2350,8,255,255,255
2351,7,255,255,255
2352,7,255,255,255
2353,5,255,255,255
2354,2,255,255,255
2355,3,255,255,255
2356,1,255,255,255
2357,7,255,255,255
2358,1,255,255,255
2359,3,255,255,255
2360,7,255,255,255
2361,4,255,255,255
2362,40,255,255,255
2363,1,255,255,255
2364,1,255,255,255
2365,4,255,255,255
2366,4,255,255,255
2367,4,255,255,255
2368,3,255,255,255
2369,1,255,255,255
2370,3,255,255,255
2371,4,255,255,255
2372,1,255,255,255
2373,2,255,255,255
2374,2,255,255,255
2375,1,255,255,255
2376,1,255,255,255
2377,3,255,255,255
2378,3,255,255,255
2379,2,255,255,255
2380,5,255,255,255
2381,3,255,255,255
2382,1,255,255,255
2383,10,255,255,255
2384,1,255,255,255
2385,1,255,255,255
2386,3,255,255,255
2387,1,255,255,255
2388,2,255,255,255
2389,1,255,255,255
2390,1,255,255,255
2391,11,255,255,255
2392,2,255,255,255
2393,1,255,255,255
2394,1,255,255,255
2395,3,255,255,255
2396,1,255,255,255
2397,20,255,255,255
2398,1,255,255,255
2399,8,255,255,255
2400,38,255,255,255
2401,21,255,255,255
2402,1,255,255,255
2403,1,255,255,255
2404,24,255,255,255
2405,1,255,255,255
2406,5,255,255,255
2407,8,255,255,255
2408,2,255,255,255
2409,1,255,255,255
2410,10,255,255,255
2411,3,255,255,255
2412,26,255,255,255
2413,32,255,255,255
2414,1,255,255,255
2415,9,255,255,255
2416,13,255,255,255
2417,2,255,255,255
2418,4,255,255,255
2419,2,255,255,255
2420,1,255,255,255
2421,5,255,255,255
2422,3,255,255,255
2423,3,255,255,255
2424,1,255,255,255
2425,4,255,255,255
2426,2,255,255,255
2427,1,255,255,255
2428,8,255,255,255
2429,1,255,255,255
2430,4,255,255,255
2431,4,255,255,255
2432,5,255,255,255
2433,2,255,255,255
2434,29,255,255,255
2435,1,255,255,255
2436,1,255,255,255
2437,1,255,255,255
2438,8,255,255,255
2439,2,255,255,255
2440,7,255,255,255
2441,4,255,255,255
2442,1,255,255,255
2443,1,255,255,255
2444,2,255,255,255
2445,4,255,255,255
2446,1,255,255,255
2447,1,255,255,255
2448,1,255,255,255
2449,3,255,255,255
2450,1,255,255,255
2451,2,255,255,255
2452,1,255,255,255
2453,4,255,255,255
2454,23,255,255,255
2455,11,255,255,255
2456,5,255,255,255
2457,13,255,255,255
2458,5,255,255,255
2459,3,255,255,255
2460,33,255,255,255
2461,2,255,255,255
2462,3,255,255,255
2463,1,255,255,255
2464,4,255,255,255
2465,1,255,255,255
2466,4,255,255,255
2467,1,255,255,255
2468,7,255,255,255
2469,11,255,255,255
2470,7,255,255,255
2471,119,255,255,255
2472,7,255,255,255
2473,2,255,255,255
2474,28,255,255,255
2475,5,255,255,255
2476,8,255,255,255
2477,8,255,255,255
2478,11,255,255,255
2479,31,255,255,255
2480,2,255,255,255
2481,1,255,255,255
2482,1,255,255,255
2483,2,255,255,255
2484,1,255,255,255
2485,1,255,255,255
2486,1,255,255,255
2487,5,255,255,255
2488,3,255,255,255
2489,3,255,255,255
2490,6,255,255,255
2491,1,255,255,255
2492,6,255,255,255
2493,1,255,255,255
2494,11,255,255,255
2495,4,255,255,255
2496,3,255,255,255
2497,5,255,255,255
2498,1,255,255,255
2499,3,255,255,255
2500,2,255,255,255
2501,1,255,255,255
2502,5,255,255,255
2503,2,255,255,255
2504,13,255,255,255
2505,5,255,255,255
2506,11,255,255,255
2507,16,255,255,255
2508,1,255,255,255
2509,6,255,255,255
2510,2,255,255,255
2511,10,255,255,255
2512,2,255,255,255
2513,3,255,255,255
2514,1,255,255,255
2515,1,255,255,255
2516,1,255,255,255
2517,4,255,255,255
2518,14,255,255,255
2519,1,255,255,255
2520,1,255,255,255
2521,8,255,255,255
2522,7,255,255,255
2523,1,255,255,255
2524,11,255,255,255
2525,1,255,255,255
2526,3,255,255,255
2527,2,255,255,255
2528,1,255,255,255
2529,3,255,255,255
2530,5,255,255,255
2531,1,255,255,255
2532,16,255,255,255
2533,2,255,255,255
2534,1,255,255,255
2535,1,255,255,255
2536,1,255,255,255
2537,4,255,255,255
2538,1,255,255,255
2539,4,255,255,255
2540,1,255,255,255
2541,8,255,255,255
2542,4,255,255,255
2543,7,255,255,255
2544,6,255,255,255
2545,2,255,255,255
2546,26,255,255,255
2547,1,255,255,255
2548,1,255,255,255
2549,4,255,255,255
2550,3,255,255,255
2551,2,255,255,255
2552,1,255,255,255
2553,2,255,255,255
2554,22,255,255,255
2555,6,255,255,255
2556,2,255,255,255
2557,1,255,255,255
2558,39,255,255,255
2559,11,255,255,255
2560,1,255,255,255
2561,38,255,255,255
2562,28,255,255,255
2563,50,255,255,255
2564,16,255,255,255
2565,1,255,255,255
2566,5,255,255,255
2567,1,255,255,255
2568,2,255,255,255
2569,2,255,255,255
2570,12,255,255,255
2571,2,255,255,255
2572,5,255,255,255
2573,3,255,255,255
2574,1,255,255,255
2575,1,255,255,255
2576,28,255,255,255
2577,7,255,255,255
2578,1,255,255,255
2579,14,255,255,255
2580,1,255,255,255
2581,5,255,255,255
2582,1,255,255,255
2583,7,255,255,255
2584,4,255,255,255
2585,5,255,255,255
2586,9,255,255,255
2587,1,255,255,255
2588,1,255,255,255
2589,1,255,255,255
2590,1,255,255,255
2591,4,255,255,255
2592,33,255,255,255
2593,4,255,255,255
2594,12,255,255,255
2595,3372,255,255,255
2596,21,255,255,255
2597,1,255,255,255
2598,1,255,255,255
2599,1,255,255,255
2600,6,255,255,255
2601,11,255,255,255
2602,9,255,255,255
2603,2,255,255,255
2604,13,255,255,255
2605,8,255,255,255
2606,2,255,255,255
2607,125,255,255,255
2608,8,255,255,255
2609,2,255,255,255
2610,1,255,255,255
2611,10,255,255,255
2612,6,255,255,255
2613,1,255,255,255
2614,1,255,255,255
2615,3,255,255,255
2616,5,255,255,255
2617,12,255,255,255
2618,23,255,255,255
2619,2,255,255,255
2620,6,255,255,255
2621,1,255,255,255
2622,19,255,255,255
2623,1,255,255,255
2624,1,255,255,255
2625,1,255,255,255
2626,4,255,255,255
