 ,Area,Mean,Min,Max
2627,4,255,255,255
2628,8,255,255,255
2629,2,255,255,255
2630,4,255,255,255
2631,6,255,255,255
2632,2,255,255,255
2633,3,255,255,255
2634,1,255,255,255
2635,15,255,255,255
2636,8,255,255,255
2637,3,255,255,255
2638,2,255,255,255
2639,2,255,255,255
2640,1,255,255,255
2641,1,255,255,255
2642,3,255,255,255
2643,2,255,255,255
2644,1,255,255,255
2645,31,255,255,255
2646,1,255,255,255
2647,7,255,255,255
2648,1,255,255,255
2649,2,255,255,255
2650,7,255,255,255
2651,2,255,255,255
2652,1,255,255,255
2653,1,255,255,255
2654,1,255,255,255
2655,13,255,255,255
2656,29,255,255,255
2657,3,255,255,255
2658,9,255,255,255
2659,8,255,255,255
2660,1,255,255,255
2661,4,255,255,255
2662,1,255,255,255
2663,26,255,255,255
2664,4,255,255,255
2665,3,255,255,255
2666,2,255,255,255
2667,4,255,255,255
2668,15,255,255,255
2669,13,255,255,255
2670,1,255,255,255
2671,2,255,255,255
2672,1,255,255,255
2673,3,255,255,255
2674,2,255,255,255
2675,12,255,255,255
2676,28,255,255,255
2677,21,255,255,255
2678,8,255,255,255
2679,2,255,255,255
2680,1,255,255,255
2681,9,255,255,255
2682,1,255,255,255
2683,1,255,255,255
2684,3,255,255,255
2685,1,255,255,255
2686,1,255,255,255
2687,1,255,255,255
2688,1,255,255,255
2689,1,255,255,255
2690,1,255,255,255
2691,1,255,255,255
2692,2,255,255,255
2693,7,255,255,255
2694,36,255,255,255
2695,5,255,255,255
2696,16,255,255,255
2697,2,255,255,255
2698,1,255,255,255
2699,38,255,255,255
2700,2,255,255,255
2701,1,255,255,255
2702,1,255,255,255
2703,10,255,255,255
2704,7,255,255,255
2705,1,255,255,255
2706,1,255,255,255
2707,4,255,255,255
2708,1,255,255,255
2709,19,255,255,255
2710,34,255,255,255
2711,4,255,255,255
2712,1,255,255,255
2713,2,255,255,255
2714,3,255,255,255
2715,14,255,255,255
2716,8,255,255,255
2717,2,255,255,255
2718,3,255,255,255
2719,3,255,255,255
2720,2,255,255,255
2721,14,255,255,255
2722,28,255,255,255
2723,1,255,255,255
2724,1,255,255,255
2725,14,255,255,255
2726,1,255,255,255
2727,1,255,255,255
2728,1,255,255,255
2729,2,255,255,255
2730,5,255,255,255
2731,5,255,255,255
2732,2,255,255,255
2733,2,255,255,255
2734,4,255,255,255
2735,5,255,255,255
2736,1,255,255,255
2737,2,255,255,255
2738,6,255,255,255
2739,2,255,255,255
2740,1,255,255,255
2741,12,255,255,255
2742,27,255,255,255
2743,2,255,255,255
2744,1,255,255,255
2745,3,255,255,255
2746,1,255,255,255
2747,3,255,255,255
2748,3,255,255,255
2749,51,255,255,255
2750,1,255,255,255
2751,5,255,255,255
2752,21,255,255,255
2753,1,255,255,255
2754,2,255,255,255
2755,2,255,255,255
2756,2,255,255,255
2757,2,255,255,255
2758,9,255,255,255
2759,3,255,255,255
2760,14,255,255,255
2761,1,255,255,255
2762,2,255,255,255
2763,10,255,255,255
2764,1,255,255,255
2765,12,255,255,255
2766,1,255,255,255
2767,3,255,255,255
2768,11,255,255,255
2769,24,255,255,255
2770,7,255,255,255
2771,80,255,255,255
2772,1,255,255,255
2773,3,255,255,255
2774,2,255,255,255
2775,1,255,255,255
2776,1,255,255,255
2777,3,255,255,255
2778,2,255,255,255
2779,2,255,255,255
2780,1,255,255,255
2781,2,255,255,255
2782,1,255,255,255
2783,1,255,255,255
2784,9,255,255,255
2785,3,255,255,255
2786,2,255,255,255
2787,4,255,255,255
2788,3,255,255,255
2789,1,255,255,255
2790,1,255,255,255
2791,2,255,255,255
2792,3,255,255,255
2793,6,255,255,255
2794,1,255,255,255
2795,12,255,255,255
2796,6,255,255,255
2797,1,255,255,255
2798,2,255,255,255
2799,4,255,255,255
2800,1,255,255,255
2801,1,255,255,255
2802,22,255,255,255
2803,49,255,255,255
2804,1,255,255,255
2805,3,255,255,255
2806,5,255,255,255
2807,4,255,255,255
2808,7,255,255,255
2809,10,255,255,255
2810,12,255,255,255
2811,2,255,255,255
2812,15,255,255,255
2813,3,255,255,255
2814,2,255,255,255
2815,27,255,255,255
2816,1,255,255,255
2817,25,255,255,255
2818,47,255,255,255
2819,3,255,255,255
2820,5,255,255,255
2821,2,255,255,255
2822,4,255,255,255
2823,2,255,255,255
2824,1,255,255,255
2825,1,255,255,255
2826,1,255,255,255
2827,36,255,255,255
2828,10,255,255,255
2829,10,255,255,255
2830,4,255,255,255
2831,3,255,255,255
2832,12,255,255,255
2833,9,255,255,255
2834,9,255,255,255
2835,1,255,255,255
2836,1,255,255,255
2837,14,255,255,255
2838,4,255,255,255
2839,19,255,255,255
2840,9,255,255,255
2841,1,255,255,255
2842,21,255,255,255
2843,41,255,255,255
2844,2,255,255,255
2845,34,255,255,255
2846,28,255,255,255
2847,4,255,255,255
2848,12,255,255,255
2849,2,255,255,255
2850,8,255,255,255
2851,7,255,255,255
2852,4,255,255,255
2853,120,255,255,255
2854,1,255,255,255
2855,1,255,255,255
2856,9,255,255,255
2857,1,255,255,255
2858,1,255,255,255
2859,2,255,255,255
2860,1,255,255,255
2861,1,255,255,255
2862,3,255,255,255
2863,6,255,255,255
2864,1,255,255,255
2865,14,255,255,255
2866,5,255,255,255
2867,52,255,255,255
2868,1,255,255,255
2869,1,255,255,255
2870,1,255,255,255
2871,2,255,255,255
2872,5,255,255,255
2873,2,255,255,255
2874,5,255,255,255
2875,2,255,255,255
2876,3,255,255,255
2877,2,255,255,255
2878,2,255,255,255
2879,47,255,255,255
2880,34,255,255,255
2881,1,255,255,255
2882,24,255,255,255
2883,62,255,255,255
2884,1,255,255,255
2885,6,255,255,255
2886,2,255,255,255
2887,4,255,255,255
2888,42,255,255,255
2889,9,255,255,255
2890,2,255,255,255
2891,6,255,255,255
2892,17,255,255,255
2893,2,255,255,255
2894,10,255,255,255
2895,8,255,255,255
2896,2,255,255,255
2897,31,255,255,255
2898,116,255,255,255
2899,9,255,255,255
2900,1,255,255,255
2901,1,255,255,255
2902,12,255,255,255
2903,34,255,255,255
2904,1,255,255,255
2905,3,255,255,255
2906,2,255,255,255
2907,2,255,255,255
2908,4,255,255,255
2909,5,255,255,255
2910,3,255,255,255
2911,8,255,255,255
2912,20,255,255,255
2913,2,255,255,255
2914,1,255,255,255
2915,2,255,255,255
2916,1,255,255,255
2917,3,255,255,255
2918,10,255,255,255
2919,1,255,255,255
2920,6,255,255,255
2921,4,255,255,255
2922,1,255,255,255
2923,6,255,255,255
2924,2,255,255,255
2925,1,255,255,255
2926,1,255,255,255
2927,4,255,255,255
2928,3,255,255,255
2929,20,255,255,255
2930,1,255,255,255
2931,1,255,255,255
2932,4,255,255,255
2933,3,255,255,255
2934,1,255,255,255
2935,1,255,255,255
2936,1,255,255,255
2937,1,255,255,255
2938,1,255,255,255
2939,1,255,255,255
2940,5,255,255,255
2941,9,255,255,255
2942,13,255,255,255
2943,7,255,255,255
2944,1,255,255,255
2945,1,255,255,255
2946,1,255,255,255
2947,1,255,255,255
2948,2,255,255,255
2949,11,255,255,255
2950,4,255,255,255
2951,2,255,255,255
2952,8,255,255,255
2953,1,255,255,255
2954,1,255,255,255
2955,4,255,255,255
2956,2,255,255,255
2957,1,255,255,255
2958,1,255,255,255
2959,4,255,255,255
2960,25,255,255,255
2961,1,255,255,255
2962,1,255,255,255
2963,3,255,255,255
2964,2,255,255,255
2965,1,255,255,255
2966,10,255,255,255
2967,2,255,255,255
2968,30,255,255,255
2969,12,255,255,255
2970,389,255,255,255
2971,2,255,255,255
2972,4,255,255,255
2973,1,255,255,255
2974,1,255,255,255
2975,8,255,255,255
2976,8,255,255,255
2977,8,255,255,255
2978,1,255,255,255
2979,1,255,255,255
2980,8,255,255,255
2981,3,255,255,255
2982,1,255,255,255
2983,4,255,255,255
2984,1,255,255,255
2985,7,255,255,255
2986,1,255,255,255
2987,5,255,255,255
2988,22,255,255,255
2989,1,255,255,255
2990,5,255,255,255
2991,5,255,255,255
2992,9,255,255,255
2993,2,255,255,255
2994,5,255,255,255
2995,1,255,255,255
2996,2,255,255,255
2997,79,255,255,255
2998,48,255,255,255
2999,10,255,255,255
3000,53,255,255,255
3001,2,255,255,255
3002,1,255,255,255
3003,9,255,255,255
3004,2,255,255,255
3005,2,255,255,255
3006,17,255,255,255
3007,13,255,255,255
3008,1,255,255,255
3009,6,255,255,255
3010,6,255,255,255
3011,6,255,255,255
3012,6,255,255,255
3013,3,255,255,255
3014,29,255,255,255
3015,1,255,255,255
3016,1,255,255,255
3017,2,255,255,255
3018,13,255,255,255
3019,7,255,255,255
3020,10,255,255,255
3021,1,255,255,255
3022,2,255,255,255
3023,6,255,255,255
3024,1,255,255,255
3025,4,255,255,255
3026,8,255,255,255
3027,1,255,255,255
3028,5,255,255,255
3029,15,255,255,255
3030,1,255,255,255
3031,26,255,255,255
3032,20,255,255,255
3033,8,255,255,255
3034,1,255,255,255
3035,2,255,255,255
3036,2,255,255,255
3037,6,255,255,255
3038,4,255,255,255
3039,15,255,255,255
3040,53,255,255,255
3041,23,255,255,255
3042,2,255,255,255
3043,4,255,255,255
3044,17,255,255,255
3045,15,255,255,255
3046,8,255,255,255
3047,2,255,255,255
3048,1,255,255,255
3049,1,255,255,255
3050,1,255,255,255
3051,1,255,255,255
3052,8,255,255,255
3053,1,255,255,255
3054,1,255,255,255
3055,10,255,255,255
3056,11,255,255,255
3057,18,255,255,255
3058,16,255,255,255
3059,7,255,255,255
3060,33,255,255,255
3061,6,255,255,255
3062,8,255,255,255
3063,2,255,255,255
3064,2,255,255,255
3065,1,255,255,255
3066,136,255,255,255
3067,5,255,255,255
3068,9,255,255,255
3069,4,255,255,255
3070,3,255,255,255
3071,5,255,255,255
3072,1,255,255,255
3073,33,255,255,255
3074,12,255,255,255
3075,6,255,255,255
3076,8,255,255,255
3077,2,255,255,255
3078,1,255,255,255
3079,4,255,255,255
3080,2,255,255,255
3081,2,255,255,255
3082,9,255,255,255
3083,1,255,255,255
3084,24,255,255,255
3085,5,255,255,255
3086,11,255,255,255
3087,7,255,255,255
3088,2,255,255,255
3089,10,255,255,255
3090,10,255,255,255
3091,1,255,255,255
3092,1,255,255,255
3093,5,255,255,255
3094,247,255,255,255
3095,7,255,255,255
3096,7,255,255,255
3097,4,255,255,255
3098,18,255,255,255
3099,1,255,255,255
3100,9,255,255,255
3101,14,255,255,255
3102,22,255,255,255
3103,19,255,255,255
3104,3,255,255,255
3105,2,255,255,255
3106,1,255,255,255
3107,1,255,255,255
3108,1,255,255,255
3109,2,255,255,255
3110,2,255,255,255
3111,3,255,255,255
3112,2,255,255,255
3113,8,255,255,255
3114,2,255,255,255
3115,5,255,255,255
3116,4,255,255,255
3117,3,255,255,255
3118,1,255,255,255
3119,1,255,255,255
3120,5,255,255,255
3121,2,255,255,255
3122,8,255,255,255
3123,13,255,255,255
3124,37,255,255,255
3125,1,255,255,255
3126,9,255,255,255
3127,1,255,255,255
3128,3,255,255,255
3129,11,255,255,255
3130,9,255,255,255
3131,4,255,255,255
3132,3,255,255,255
3133,6,255,255,255
3134,1,255,255,255
3135,7,255,255,255
3136,1,255,255,255
3137,12,255,255,255
3138,13,255,255,255
3139,1,255,255,255
3140,1,255,255,255
3141,2,255,255,255
3142,10,255,255,255
3143,8,255,255,255
3144,2,255,255,255
3145,1,255,255,255
3146,1,255,255,255
3147,7,255,255,255
3148,1,255,255,255
3149,1,255,255,255
3150,9,255,255,255
3151,70,255,255,255
3152,1,255,255,255
3153,3,255,255,255
3154,2,255,255,255
3155,14,255,255,255
3156,2,255,255,255
3157,1,255,255,255
3158,40,255,255,255
3159,4,255,255,255
3160,2,255,255,255
3161,1,255,255,255
3162,3,255,255,255
3163,38,255,255,255
3164,9,255,255,255
3165,4,255,255,255
3166,5,255,255,255
3167,44,255,255,255
3168,10,255,255,255
3169,14,255,255,255
3170,1,255,255,255
3171,7,255,255,255
3172,1,255,255,255
3173,1,255,255,255
3174,5,255,255,255
3175,1,255,255,255
3176,1,255,255,255
3177,6,255,255,255
3178,2,255,255,255
3179,4,255,255,255
3180,8,255,255,255
3181,2,255,255,255
3182,4,255,255,255
3183,1,255,255,255
3184,1,255,255,255
3185,1,255,255,255
3186,2,255,255,255
3187,1,255,255,255
3188,1,255,255,255
3189,4,255,255,255
3190,37,255,255,255
3191,14,255,255,255
3192,2,255,255,255
3193,1,255,255,255
3194,1,255,255,255
3195,2,255,255,255
3196,82,255,255,255
3197,32,255,255,255
3198,1,255,255,255
3199,3,255,255,255
3200,1,255,255,255
3201,4,255,255,255
3202,1,255,255,255
3203,2,255,255,255
3204,2,255,255,255
3205,1,255,255,255
3206,15,255,255,255
3207,1,255,255,255
3208,93,255,255,255
3209,11,255,255,255
3210,4,255,255,255
3211,7,255,255,255
3212,2,255,255,255
3213,2,255,255,255
3214,15,255,255,255
3215,29,255,255,255
3216,5,255,255,255
3217,1,255,255,255
3218,3,255,255,255
3219,2,255,255,255
3220,18,255,255,255
3221,6,255,255,255
3222,1,255,255,255
3223,1,255,255,255
3224,1,255,255,255
3225,1,255,255,255
3226,1,255,255,255
3227,1,255,255,255
3228,19,255,255,255
3229,1,255,255,255
3230,3,255,255,255
3231,4,255,255,255
3232,1,255,255,255
3233,8,255,255,255
3234,6,255,255,255
3235,4,255,255,255
3236,12,255,255,255
3237,5,255,255,255
3238,5,255,255,255
3239,4,255,255,255
3240,15,255,255,255
3241,8,255,255,255
3242,2,255,255,255
3243,5,255,255,255
3244,16,255,255,255
3245,2,255,255,255
3246,14,255,255,255
3247,14,255,255,255
3248,2,255,255,255
3249,8,255,255,255
3250,1,255,255,255
3251,8,255,255,255
3252,37,255,255,255
3253,1,255,255,255
3254,10,255,255,255
3255,12,255,255,255
3256,1,255,255,255
3257,6,255,255,255
3258,1,255,255,255
3259,1,255,255,255
3260,1,255,255,255
3261,1,255,255,255
3262,4,255,255,255
3263,8,255,255,255
3264,6,255,255,255
3265,4,255,255,255
3266,11,255,255,255
3267,6,255,255,255
3268,3,255,255,255
3269,1,255,255,255
3270,1,255,255,255
3271,23,255,255,255
3272,40,255,255,255
3273,4,255,255,255
3274,1,255,255,255
3275,1,255,255,255
3276,1,255,255,255
3277,1,255,255,255
3278,4,255,255,255
3279,1,255,255,255
3280,24,255,255,255
3281,1,255,255,255
3282,12,255,255,255
3283,1,255,255,255
3284,5,255,255,255
3285,2,255,255,255
3286,3,255,255,255
3287,8,255,255,255
3288,3,255,255,255
3289,3,255,255,255
3290,6,255,255,255
3291,25,255,255,255
3292,1,255,255,255
3293,1,255,255,255
3294,1,255,255,255
3295,2,255,255,255
3296,32,255,255,255
3297,14,255,255,255
3298,1,255,255,255
3299,2,255,255,255
3300,1,255,255,255
3301,30,255,255,255
3302,8,255,255,255
3303,6,255,255,255
3304,2,255,255,255
3305,1,255,255,255
3306,1,255,255,255
3307,4,255,255,255
3308,1,255,255,255
3309,2,255,255,255
3310,1,255,255,255
3311,18,255,255,255
3312,1,255,255,255
3313,41,255,255,255
3314,15,255,255,255
3315,1,255,255,255
3316,2,255,255,255
3317,1,255,255,255
3318,18,255,255,255
3319,1,255,255,255
3320,5,255,255,255
3321,28,255,255,255
3322,3,255,255,255
3323,1,255,255,255
3324,2,255,255,255
3325,5,255,255,255
3326,3,255,255,255
3327,1,255,255,255
3328,2,255,255,255
3329,4,255,255,255
3330,48,255,255,255
3331,1,255,255,255
3332,11,255,255,255
3333,2,255,255,255
3334,5,255,255,255
3335,1,255,255,255
3336,1,255,255,255
3337,1,255,255,255
3338,4,255,255,255
3339,13,255,255,255
3340,3,255,255,255
3341,12,255,255,255
3342,8,255,255,255
3343,1,255,255,255
3344,32,255,255,255
3345,14,255,255,255
3346,16,255,255,255
3347,1,255,255,255
3348,12,255,255,255
3349,6,255,255,255
3350,1,255,255,255
3351,5,255,255,255
3352,9,255,255,255
3353,18,255,255,255
3354,2,255,255,255
3355,1,255,255,255
3356,6,255,255,255
3357,1,255,255,255
3358,12,255,255,255
3359,3,255,255,255
3360,24,255,255,255
3361,40,255,255,255
3362,46,255,255,255
3363,11,255,255,255
3364,1,255,255,255
3365,9,255,255,255
3366,4,255,255,255
3367,121,255,255,255
3368,11,255,255,255
3369,8,255,255,255
3370,8,255,255,255
3371,9,255,255,255
3372,3,255,255,255
3373,6,255,255,255
3374,11,255,255,255
3375,4,255,255,255
3376,4,255,255,255
3377,1,255,255,255
3378,3,255,255,255
3379,12,255,255,255
3380,11,255,255,255
3381,2,255,255,255
3382,9,255,255,255
3383,10,255,255,255
3384,2,255,255,255
3385,3,255,255,255
3386,2,255,255,255
3387,1,255,255,255
3388,1,255,255,255
3389,4,255,255,255
3390,1,255,255,255
3391,5,255,255,255
3392,3,255,255,255
3393,3,255,255,255
3394,2,255,255,255
3395,1,255,255,255
3396,31,255,255,255
3397,4,255,255,255
3398,6,255,255,255
3399,7,255,255,255
3400,5,255,255,255
3401,8,255,255,255
3402,21,255,255,255
3403,1,255,255,255
3404,1,255,255,255
3405,4,255,255,255
3406,2,255,255,255
3407,4,255,255,255
3408,21,255,255,255
3409,10,255,255,255
3410,4,255,255,255
3411,3,255,255,255
3412,37,255,255,255
3413,4,255,255,255
3414,11,255,255,255
3415,3,255,255,255
3416,7,255,255,255
3417,4,255,255,255
3418,5,255,255,255
3419,1,255,255,255
3420,11,255,255,255
3421,83,255,255,255
3422,1,255,255,255
3423,11,255,255,255
3424,5,255,255,255
3425,2,255,255,255
3426,6,255,255,255
3427,2,255,255,255
3428,11,255,255,255
3429,5,255,255,255
3430,6,255,255,255
3431,168,255,255,255
3432,2,255,255,255
3433,1,255,255,255
3434,2,255,255,255
3435,4,255,255,255
3436,1,255,255,255
3437,1,255,255,255
3438,2,255,255,255
3439,3,255,255,255
3440,1,255,255,255
3441,12,255,255,255
3442,7,255,255,255
3443,8,255,255,255
3444,5,255,255,255
3445,41,255,255,255
3446,1,255,255,255
3447,2,255,255,255
3448,7,255,255,255
3449,1,255,255,255
3450,16,255,255,255
3451,1,255,255,255
3452,6,255,255,255
3453,61,255,255,255
3454,27,255,255,255
3455,2,255,255,255
3456,2,255,255,255
3457,11,255,255,255
3458,55,255,255,255
3459,22,255,255,255
3460,5,255,255,255
3461,1,255,255,255
3462,1,255,255,255
3463,1,255,255,255
3464,1,255,255,255
3465,1,255,255,255
3466,1,255,255,255
3467,14,255,255,255
3468,7,255,255,255
3469,60,255,255,255
3470,6,255,255,255
3471,11,255,255,255
3472,1,255,255,255
3473,3,255,255,255
3474,19,255,255,255
3475,1,255,255,255
3476,2,255,255,255
3477,2,255,255,255
3478,94,255,255,255
3479,6,255,255,255
3480,18,255,255,255
3481,7,255,255,255
3482,5,255,255,255
3483,4,255,255,255
3484,1,255,255,255
3485,1,255,255,255
3486,1,255,255,255
3487,1,255,255,255
3488,3,255,255,255
3489,1,255,255,255
3490,4,255,255,255
3491,2,255,255,255
3492,1,255,255,255
3493,7,255,255,255
3494,9,255,255,255
3495,2,255,255,255
3496,2,255,255,255
3497,11,255,255,255
3498,3,255,255,255
3499,16,255,255,255
3500,1,255,255,255
3501,9,255,255,255
3502,1,255,255,255
3503,2,255,255,255
3504,1,255,255,255
3505,10,255,255,255
3506,5,255,255,255
3507,1,255,255,255
3508,7,255,255,255
3509,460,255,255,255
3510,2,255,255,255
3511,26,255,255,255
3512,59,255,255,255
3513,10,255,255,255
3514,53,255,255,255
3515,40,255,255,255
3516,18,255,255,255
3517,6,255,255,255
3518,3,255,255,255
3519,9,255,255,255
3520,1,255,255,255
3521,40,255,255,255
3522,7,255,255,255
3523,6,255,255,255
3524,5,255,255,255
3525,2,255,255,255
3526,22,255,255,255
3527,2,255,255,255
3528,18,255,255,255
3529,3,255,255,255
3530,8,255,255,255
3531,1,255,255,255
3532,7,255,255,255
3533,10,255,255,255
3534,1,255,255,255
3535,15,255,255,255
3536,1,255,255,255
3537,7,255,255,255
3538,1,255,255,255
3539,2,255,255,255
3540,1,255,255,255
3541,7,255,255,255
3542,5,255,255,255
3543,1,255,255,255
3544,3,255,255,255
3545,5,255,255,255
3546,3,255,255,255
3547,3,255,255,255
3548,5,255,255,255
3549,1,255,255,255
3550,2,255,255,255
3551,2,255,255,255
3552,3,255,255,255
3553,12,255,255,255
3554,2,255,255,255
3555,15,255,255,255
3556,5,255,255,255
3557,14,255,255,255
3558,4,255,255,255
3559,1,255,255,255
3560,1,255,255,255
3561,10,255,255,255
3562,1,255,255,255
3563,19,255,255,255
3564,3,255,255,255
3565,1,255,255,255
3566,2,255,255,255
3567,1,255,255,255
3568,2,255,255,255
3569,1,255,255,255
3570,1,255,255,255
3571,6,255,255,255
3572,40,255,255,255
3573,4,255,255,255
3574,10,255,255,255
3575,25,255,255,255
3576,2,255,255,255
3577,71,255,255,255
3578,1,255,255,255
3579,1,255,255,255
3580,26,255,255,255
3581,6,255,255,255
3582,9,255,255,255
3583,59,255,255,255
3584,1,255,255,255
3585,2,255,255,255
3586,1,255,255,255
3587,9,255,255,255
3588,15,255,255,255
3589,30,255,255,255
3590,7,255,255,255
3591,6,255,255,255
3592,12,255,255,255
3593,15,255,255,255
3594,24,255,255,255
3595,7,255,255,255
3596,29,255,255,255
3597,2,255,255,255
3598,2,255,255,255
3599,3,255,255,255
3600,1,255,255,255
3601,2,255,255,255
3602,6,255,255,255
3603,2,255,255,255
3604,1,255,255,255
3605,2,255,255,255
3606,12,255,255,255
3607,2,255,255,255
3608,5,255,255,255
3609,1,255,255,255
3610,1,255,255,255
3611,4,255,255,255
3612,2,255,255,255
3613,5,255,255,255
3614,1,255,255,255
3615,1,255,255,255
3616,1,255,255,255
3617,1,255,255,255
3618,1,255,255,255
3619,9,255,255,255
3620,5,255,255,255
3621,1,255,255,255
3622,15,255,255,255
3623,1,255,255,255
3624,1,255,255,255
3625,1,255,255,255
3626,11,255,255,255
3627,8,255,255,255
3628,9,255,255,255
3629,3,255,255,255
3630,1,255,255,255
3631,6,255,255,255
3632,4,255,255,255
3633,5,255,255,255
3634,21,255,255,255
3635,7,255,255,255
3636,5,255,255,255
3637,4,255,255,255
3638,1,255,255,255
3639,1,255,255,255
3640,7,255,255,255
3641,1,255,255,255
3642,15,255,255,255
3643,37,255,255,255
3644,26,255,255,255
3645,5,255,255,255
3646,1,255,255,255
3647,1,255,255,255
3648,1,255,255,255
3649,47,255,255,255
3650,1,255,255,255
3651,1,255,255,255
3652,6,255,255,255
3653,2,255,255,255
3654,10,255,255,255
3655,1,255,255,255
3656,12,255,255,255
3657,2,255,255,255
3658,13,255,255,255
3659,1,255,255,255
3660,10,255,255,255
3661,3,255,255,255
3662,6,255,255,255
3663,1,255,255,255
3664,6,255,255,255
3665,1,255,255,255
3666,13,255,255,255
3667,1,255,255,255
3668,1,255,255,255
3669,4,255,255,255
3670,3,255,255,255
3671,12,255,255,255
3672,2,255,255,255
3673,6,255,255,255
3674,7,255,255,255
3675,18,255,255,255
3676,1,255,255,255
3677,9,255,255,255
3678,2,255,255,255
3679,1,255,255,255
3680,9,255,255,255
3681,70,255,255,255
3682,1,255,255,255
3683,1,255,255,255
3684,4,255,255,255
3685,2,255,255,255
3686,1,255,255,255
3687,2,255,255,255
3688,1,255,255,255
3689,10,255,255,255
3690,16,255,255,255
3691,1,255,255,255
3692,34,255,255,255
3693,1,255,255,255
3694,2,255,255,255
3695,9,255,255,255
3696,9,255,255,255
3697,38,255,255,255
3698,10,255,255,255
3699,3,255,255,255
3700,3,255,255,255
3701,1,255,255,255
3702,1,255,255,255
3703,7,255,255,255
3704,319,255,255,255
3705,2,255,255,255
3706,8,255,255,255
3707,21,255,255,255
3708,3,255,255,255
3709,1,255,255,255
3710,3,255,255,255
3711,4,255,255,255
3712,17,255,255,255
3713,5,255,255,255
3714,10,255,255,255
3715,1,255,255,255
3716,11,255,255,255
3717,1,255,255,255
3718,1,255,255,255
3719,1,255,255,255
3720,16,255,255,255
3721,12,255,255,255
3722,7,255,255,255
3723,2,255,255,255
3724,3,255,255,255
3725,2,255,255,255
3726,5,255,255,255
3727,7,255,255,255
3728,6,255,255,255
3729,2,255,255,255
3730,9,255,255,255
3731,5,255,255,255
3732,5,255,255,255
3733,1,255,255,255
3734,2,255,255,255
3735,1,255,255,255
3736,1,255,255,255
3737,3,255,255,255
3738,39,255,255,255
3739,2,255,255,255
3740,51,255,255,255
3741,1,255,255,255
3742,19,255,255,255
3743,4,255,255,255
3744,4,255,255,255
3745,2,255,255,255
3746,6,255,255,255
3747,2,255,255,255
3748,2,255,255,255
3749,1,255,255,255
3750,15,255,255,255
3751,2,255,255,255
3752,2,255,255,255
3753,1,255,255,255
3754,12,255,255,255
3755,8,255,255,255
3756,2,255,255,255
3757,1,255,255,255
3758,9,255,255,255
3759,75,255,255,255
3760,1,255,255,255
3761,4,255,255,255
3762,1,255,255,255
3763,3,255,255,255
3764,1,255,255,255
3765,1,255,255,255
3766,216,255,255,255
3767,1,255,255,255
3768,13,255,255,255
3769,6,255,255,255
3770,32,255,255,255
3771,1,255,255,255
3772,1,255,255,255
3773,41,255,255,255
3774,15,255,255,255
3775,1,255,255,255
3776,1,255,255,255
3777,1,255,255,255
3778,3,255,255,255
3779,23,255,255,255
3780,5,255,255,255
3781,4,255,255,255
3782,1,255,255,255
3783,1,255,255,255
3784,1,255,255,255
3785,12,255,255,255
3786,8,255,255,255
3787,23,255,255,255
3788,2,255,255,255
3789,2,255,255,255
3790,41,255,255,255
3791,62,255,255,255
3792,6,255,255,255
3793,168,255,255,255
3794,2,255,255,255
3795,4,255,255,255
3796,1,255,255,255
3797,4,255,255,255
3798,1,255,255,255
3799,8,255,255,255
3800,5,255,255,255
3801,2,255,255,255
3802,6,255,255,255
3803,4,255,255,255
3804,4,255,255,255
3805,3,255,255,255
3806,80,255,255,255
3807,12,255,255,255
3808,1,255,255,255
3809,7,255,255,255
3810,10,255,255,255
3811,1,255,255,255
3812,1,255,255,255
3813,4,255,255,255
3814,1,255,255,255
3815,2,255,255,255
3816,1,255,255,255
3817,1,255,255,255
3818,3,255,255,255
3819,6,255,255,255
3820,15,255,255,255
3821,1,255,255,255
3822,6,255,255,255
3823,4,255,255,255
3824,61,255,255,255
3825,6,255,255,255
3826,2,255,255,255
3827,3,255,255,255
3828,82,255,255,255
3829,28,255,255,255
3830,26,255,255,255
3831,1,255,255,255
3832,1,255,255,255
3833,7,255,255,255
3834,4,255,255,255
3835,1,255,255,255
3836,7,255,255,255
3837,47,255,255,255
3838,25,255,255,255
3839,9,255,255,255
3840,9,255,255,255
3841,1,255,255,255
3842,5,255,255,255
3843,119,255,255,255
3844,15,255,255,255
3845,1,255,255,255
3846,1,255,255,255
3847,1,255,255,255
3848,3,255,255,255
3849,12,255,255,255
3850,1,255,255,255
3851,1,255,255,255
3852,6,255,255,255
3853,1,255,255,255
3854,2,255,255,255
3855,69,255,255,255
3856,1,255,255,255
3857,19,255,255,255
3858,2,255,255,255
3859,12,255,255,255
3860,5,255,255,255
3861,1,255,255,255
3862,9,255,255,255
3863,1,255,255,255
3864,2,255,255,255
3865,1,255,255,255
3866,6,255,255,255
3867,3,255,255,255
3868,3,255,255,255
3869,1,255,255,255
3870,5,255,255,255
3871,1,255,255,255
3872,1,255,255,255
3873,5,255,255,255
3874,74,255,255,255
3875,8,255,255,255
3876,22,255,255,255
3877,1,255,255,255
3878,2,255,255,255
3879,2,255,255,255
3880,1,255,255,255
3881,2,255,255,255
3882,61,255,255,255
3883,3,255,255,255
3884,5,255,255,255
3885,6,255,255,255
3886,6,255,255,255
3887,2,255,255,255
3888,5,255,255,255
3889,19,255,255,255
3890,14,255,255,255
3891,8,255,255,255
3892,1,255,255,255
3893,29,255,255,255
3894,14,255,255,255
3895,1,255,255,255
3896,1,255,255,255
3897,1,255,255,255
